Name	Length	EffectiveLength	TPM	NumReads
FBtr0306280	392	221.501	0.000000	0.000
FBtr0306258	4812	4640.990	4.686182	181.950
FBtr0073119	3828	3656.990	40.498634	1239.044
FBtr0073120	4106	3934.990	38.831133	1278.340
FBtr0073118	4763	4591.990	42.823733	1645.159
FBtr0337055	3442	3270.990	12.015011	328.796
FBtr0333895	3491	3319.990	62.835221	1745.269
FBtr0337056	4046	3874.990	9.267617	300.442
FBtr0077442	1411	1239.990	4.819804	50.000
FBtr0076018	1266	1094.990	2.632918	24.120
FBtr0076017	963	792.185	7.224517	47.880
FBtr0339781	3357	3185.990	0.450860	12.017
FBtr0070778	3093	2921.990	0.810459	19.812
FBtr0344824	2804	2632.990	8.542397	188.170
FBtr0345292	830	659.253	12.943233	71.387
FBtr0070983	837	666.249	5.072194	28.272
FBtr0070982	1100	928.990	1.792676	13.933
FBtr0070981	941	770.208	103.287975	665.549
FBtr0070980	854	683.231	5744.408655	32834.859
FBtr0307300	2919	2747.990	11.677099	268.456
FBtr0113024	3030	2858.990	1.052563	25.176
FBtr0332600	2913	2741.990	0.408396	9.368
FBtr0083414	2815	2643.990	14.647316	323.997
FBtr0337043	3789	3617.990	1.189473	36.003
FBtr0077516	1338	1166.990	0.204852	2.000
FBtr0112524	1274	1102.990	1.738191	16.040
FBtr0089233	3691	3519.990	2.468172	72.684
FBtr0334626	3376	3204.990	2.136166	57.278
FBtr0310651	3526	3354.990	8.362391	234.717
FBtr0089229	3501	3329.990	11.318483	315.322
FBtr0082920	981	810.157	0.000000	0.000
FBtr0077386	1734	1562.990	19.577684	256.000
FBtr0071106	2301	2129.990	0.056118	1.000
FBtr0070937	2201	2029.990	94.642338	1607.318
FBtr0070938	2487	2315.990	60.419861	1170.682
FBtr0070397	1267	1095.990	0.218123	2.000
FBtr0074346	819	648.263	0.000000	0.000
FBtr0071471	1606	1434.990	0.041651	0.500
FBtr0330316	1609	1437.990	0.041559	0.500
FBtr0074918	1253	1081.990	16.608465	150.340
FBtr0072124	2163	1991.990	23.162086	386.000
FBtr0071683	1189	1017.990	63.757888	543.000
FBtr0077403	1061	889.990	0.102359	0.762
FBtr0113021	1089	917.990	0.097172	0.746
FBtr0077402	1231	1059.990	0.078177	0.693
FBtr0077401	1011	839.990	0.113601	0.798
FBtr0300280	1584	1412.990	0.000000	0.000
FBtr0346378	3461	3289.990	0.476040	13.103
FBtr0074809	2896	2724.990	20.345193	463.820
FBtr0335137	3353	3181.990	0.581816	15.488
FBtr0346141	373	202.519	0.001786	0.003
FBtr0085611	272	101.573	12.941143	10.997
FBtr0074029	585	414.375	0.000000	0.000
FBtr0075388	1505	1333.990	0.098763	1.102
FBtr0343534	2295	2123.990	0.050523	0.898
FBtr0086001	1762	1590.990	0.075129	1.000
FBtr0321315	1239	1067.990	0.000000	0.000
FBtr0333037	2846	2674.990	1.230355	27.534
FBtr0075724	2737	2565.990	2.744781	58.923
FBtr0075723	2084	1912.990	1.720956	27.543
FBtr0342770	3744	3572.990	9.312816	278.378
FBtr0070420	3766	3594.990	65.253112	1962.553
FBtr0342771	3838	3666.990	2.740319	84.069
FBtr0333323	2883	2711.990	0.707219	16.046
FBtr0333322	2930	2758.990	1.012316	23.366
FBtr0074137	2347	2175.990	3.833038	69.779
FBtr0074135	2386	2214.990	48.665412	901.809
FBtr0308136	1697	1525.990	0.036801	0.470
FBtr0080237	698	527.320	0.000000	0.000
FBtr0300638	3446	3274.990	0.000000	0.000
FBtr0073729	466	295.440	54.687911	135.171
FBtr0084836	743	572.300	23.809943	114.000
FBtr0082430	1248	1076.990	0.577133	5.200
FBtr0335211	1142	970.990	20.287095	164.800
FBtr0076857	1307	1135.990	0.946990	9.000
FBtr0300424	902	731.211	0.000000	0.000
FBtr0083860	1793	1621.990	1.372300	18.622
FBtr0302327	1744	1572.990	134.037078	1763.898
FBtr0083861	1877	1705.990	12.154921	173.481
FBtr0083086	1479	1307.990	17.170560	187.893
FBtr0334589	2552	2380.990	1.567299	31.220
FBtr0091874	595	424.374	1.315556	4.671
FBtr0073935	992	821.141	0.000000	0.000
FBtr0073300	818	647.264	0.000000	0.000
FBtr0073299	2460	2288.990	0.000000	0.000
FBtr0088841	1522	1350.990	1.819867	20.569
FBtr0088842	1468	1296.990	56.135458	609.111
FBtr0345599	2094	1922.990	0.159401	2.564
FBtr0070422	1749	1577.990	0.294675	3.890
FBtr0342772	681	510.325	0.013757	0.059
FBtr0070421	1547	1375.990	0.010244	0.118
FBtr0333023	2495	2323.990	0.065123	1.266
FBtr0075579	1678	1506.990	0.137523	1.734
FBtr0072248	2815	2643.990	0.064271	1.422
FBtr0345620	2931	2759.990	0.012548	0.290
FBtr0072247	2800	2628.990	0.013122	0.289
FBtr0072253	1306	1134.990	1.628761	15.466
FBtr0343432	1090	918.990	27.052292	207.988
FBtr0073127	1478	1306.990	0.227136	2.484
FBtr0073128	1471	1299.990	0.231376	2.516
FBtr0079458	1541	1369.990	0.003986	0.046
FBtr0079460	1595	1423.990	0.707656	8.430
FBtr0079462	1526	1354.990	0.004012	0.045
FBtr0079461	1505	1333.990	0.004049	0.045
FBtr0079459	1585	1413.990	0.712890	8.433
FBtr0081997	1156	984.990	51.198311	421.900
FBtr0081996	1257	1085.990	1.010441	9.180
FBtr0336761	1233	1061.990	7.419421	65.919
FBtr0336637	3026	2854.990	0.057758	1.380
FBtr0300693	1964	1792.990	0.000000	0.000
FBtr0336636	3290	3118.990	0.051252	1.337
FBtr0071797	3770	3598.990	0.042614	1.283
FBtr0336638	1523	1351.990	0.000000	0.000
FBtr0087382	5033	4861.990	20.403368	829.924
FBtr0339998	5235	5063.990	2.291371	97.076
FBtr0301478	2790	2618.990	24.012084	526.122
FBtr0089521	2653	2481.990	9.030924	187.523
FBtr0306351	2221	2049.990	2.036669	34.930
FBtr0306350	2503	2331.990	2.514133	49.050
FBtr0301477	4782	4610.990	0.917041	35.376
FBtr0300224	1562	1390.990	0.055292	0.643
FBtr0114515	1508	1336.990	0.058017	0.649
FBtr0087406	329	158.537	0.000000	0.000
FBtr0072888	2130	1958.990	0.000000	0.000
FBtr0085859	1170	998.990	0.478604	4.000
FBtr0334894	6412	6240.990	35.109381	1833.155
FBtr0084460	6624	6452.990	9.680713	522.626
FBtr0304567	3987	3815.990	6.334209	202.219
FBtr0070907	2510	2338.990	121.149926	2370.686
FBtr0070906	2636	2464.990	0.596870	12.309
FBtr0305911	1961	1789.990	6.585206	98.615
FBtr0289953	2161	1989.990	4.752771	79.126
FBtr0305910	2015	1843.990	3.452322	53.259
FBtr0088312	1656	1484.990	0.053145	0.660
FBtr0088313	2297	2125.990	0.134908	2.400
FBtr0088311	2351	2179.990	0.272883	4.977
FBtr0304592	2591	2419.990	0.195764	3.963
FBtr0088882	1935	1763.990	76.705736	1132.000
FBtr0079894	2382	2210.990	20.909287	386.766
FBtr0331635	2356	2184.990	6.972738	127.460
FBtr0345615	2623	2451.990	5.608715	115.055
FBtr0071338	3399	3227.990	183.294952	4950.000
FBtr0334508	4486	4314.990	0.015641	0.565
FBtr0085746	3506	3334.990	0.020377	0.569
FBtr0085085	1541	1369.990	38.147783	437.229
FBtr0085084	2075	1903.990	0.111170	1.771
FBtr0079304	905	734.211	0.162801	1.000
FBtr0079732	925	754.210	0.000000	0.000
FBtr0071108	3145	2973.990	9.171007	228.181
FBtr0340139	3231	3059.990	2.496243	63.904
FBtr0071107	3426	3254.990	33.685993	917.321
FBtr0340138	4238	4066.990	2.219853	75.530
FBtr0309839	4403	4231.990	1.386848	49.102
FBtr0309836	4378	4206.990	1.512163	53.222
FBtr0309837	3952	3780.990	3.584395	113.382
FBtr0073144	4107	3935.990	137.144874	4516.022
FBtr0309838	4006	3834.990	2.346095	75.272
FBtr0075152	2917	2745.990	25.551514	587.000
FBtr0300092	607	436.372	0.022863	0.083
FBtr0073892	1096	924.990	0.000000	0.000
FBtr0343143	1534	1362.990	0.087697	1.000
FBtr0332630	1663	1491.990	2.152427	26.867
FBtr0332631	1364	1192.990	47.107703	470.166
FBtr0332632	5997	5825.990	9.783377	476.849
FBtr0301268	1587	1415.990	0.337658	4.000
FBtr0085909	2020	1848.990	0.129292	2.000
FBtr0080763	2304	2132.990	18.492798	330.000
FBtr0086733	1297	1125.990	26.220442	247.000
FBtr0087262	852	681.233	149.493174	852.000
FBtr0303232	702	531.320	3.824463	17.000
FBtr0344155	6716	6544.990	6.067906	332.254
FBtr0070316	6065	5893.990	23.762312	1171.711
FBtr0344279	6745	6573.990	0.072729	4.000
FBtr0076133	3030	2858.990	0.125426	3.000
FBtr0082259	2901	2729.990	40.281373	920.000
FBtr0079708	1718	1546.990	35.729838	462.425
FBtr0330181	847	676.239	0.687239	3.888
FBtr0074894	650	479.335	112.741617	452.112
FBtr0082726	2913	2741.990	2.196976	50.398
FBtr0331429	2603	2431.990	2.120326	43.141
FBtr0331428	2948	2776.990	2.921784	67.880
FBtr0082727	2606	2434.990	2.623112	53.436
FBtr0301219	3098	2926.990	6.172322	151.144
FBtr0088166	1239	1067.990	0.111921	1.000
FBtr0310646	1830	1658.990	2.269160	31.494
FBtr0073730	1370	1198.990	174.811181	1753.506
FBtr0079724	633	462.346	3.280185	12.688
FBtr0346454	899	728.211	1.872065	11.405
FBtr0100541	611	440.371	6817.495363	25116.907
FBtr0343865	1567	1395.990	0.110483	1.290
FBtr0079324	1294	1122.990	0.181976	1.710
FBtr0079598	1156	984.990	49.051740	404.211
FBtr0081220	1093	921.990	0.580057	4.474
FBtr0300823	1159	987.990	0.902262	7.458
FBtr0081221	1054	882.990	31.652068	233.819
FBtr0310645	979	808.159	3.006578	20.328
FBtr0081219	1084	912.990	0.644252	4.921
FBtr0075314	465	294.440	78.755735	194.000
FBtr0070136	2103	1931.990	2.416355	39.056
FBtr0070137	2193	2021.990	2.303947	38.974
FBtr0070135	2124	1952.990	7.893442	128.970
FBtr0076688	2391	2219.990	25.709246	477.488
FBtr0346546	2609	2437.990	0.931074	18.991
FBtr0302935	3103	2931.990	11.352030	278.457
FBtr0082329	3115	2943.990	4.203983	103.543
FBtr0344017	5279	5107.990	0.641941	27.433
FBtr0091678	6366	6194.990	5.411108	280.446
FBtr0344016	5395	5223.990	0.555765	24.289
FBtr0342985	4422	4250.990	6.603073	234.833
FBtr0071815	4360	4188.990	16.532073	579.374
FBtr0071816	4190	4018.990	4.947811	166.361
FBtr0071813	4216	4044.990	250.903191	8490.752
FBtr0342986	4124	3952.990	30.584948	1011.477
FBtr0071814	4255	4083.990	6.851724	234.103
FBtr0083049	682	511.324	54.233671	232.000
FBtr0079593	751	580.297	0.720008	3.496
FBtr0332415	1011	839.990	5.555216	39.039
FBtr0345640	3934	3762.990	7.681660	241.830
FBtr0077562	3784	3612.990	48.936030	1479.170
FBtr0085387	5031	4859.990	5.194628	211.209
FBtr0085386	4880	4708.990	11.645673	458.791
FBtr0085614	355	184.526	9.397249	14.507
FBtr0303924	5093	4921.990	0.121645	5.009
FBtr0303923	5120	4948.990	0.120543	4.991
FBtr0300811	4420	4248.990	14.628342	520.000
FBtr0340626	2866	2694.990	0.029609	0.668
FBtr0340627	2995	2823.990	0.028144	0.665
FBtr0340628	2870	2698.990	0.029561	0.667
FBtr0087784	1976	1804.990	190.101073	2870.661
FBtr0332882	2246	2074.990	1.052258	18.267
FBtr0339391	1899	1727.990	11.350170	164.084
FBtr0084095	7188	7016.990	0.812568	47.702
FBtr0343807	7002	6830.990	0.477029	27.262
FBtr0343805	4551	4379.990	10.911038	399.817
FBtr0343806	4719	4547.990	8.337152	317.219
FBtr0086801	711	540.314	0.478007	2.161
FBtr0344145	6340	6168.990	0.038953	2.010
FBtr0100454	3868	3696.990	0.000000	0.000
FBtr0082255	6557	6385.990	0.000000	0.000
FBtr0082256	4226	4054.990	0.000000	0.000
FBtr0100455	2462	2290.990	0.051633	0.990
FBtr0088783	1907	1735.990	43.628040	633.630
FBtr0301333	1977	1805.990	0.000000	0.000
FBtr0332689	1974	1802.990	0.000000	0.000
FBtr0086107	5316	5144.990	42.515180	1830.000
FBtr0072159	694	523.321	0.456814	2.000
FBtr0076218	2574	2402.990	5.955413	119.725
FBtr0076219	2478	2306.990	37.059930	715.275
FBtr0113346	1241	1069.990	0.111711	1.000
FBtr0100083	570	399.378	0.000000	0.000
FBtr0079765	644	473.339	0.252525	1.000
FBtr0071734	1182	1010.990	0.000000	0.000
FBtr0071191	1056	884.990	9.817464	72.688
FBtr0345988	1286	1114.990	2.794723	26.069
FBtr0071902	1064	892.990	2.990531	22.342
